Phone Number,Messages,Phone Calls
330-555-7485,12,7
330-555-7486,11,0
330-555-7487,12,4
330-555-7488,8,2
330-555-7489,19,5
330-555-7490,17,8
330-555-7491,2,10
330-555-7492,16,6
330-555-7493,16,10
330-555-7494,2,10
330-555-7495,20,7
330-555-7496,20,10
330-555-7497,16,1
330-555-7498,14,1
330-555-7499,9,4
330-555-7500,13,3
330-555-7501,0,7
330-555-7502,16,2
330-555-7503,14,7
330-555-7504,6,6
330-555-7505,0,9
330-555-7506,6,0
330-555-7507,20,5
330-555-7508,11,9
330-555-7509,9,1
330-555-7510,5,1
330-555-7511,17,6
330-555-7512,13,10
330-555-7513,4,4
330-555-7514,10,3
330-555-7515,17,7
330-555-7516,15,6
330-555-7517,0,1
330-555-7518,3,9
330-555-7519,1,10
330-555-7520,13,7
330-555-7521,14,5
330-555-7522,0,0
330-555-7523,13,1
330-555-7524,1,9
330-555-7525,2,10
330-555-7526,12,8
330-555-7527,2,7
330-555-7528,16,5
330-555-7529,6,10
330-555-7530,14,0
330-555-7531,15,1
330-555-7532,8,4
330-555-7533,0,0
330-555-7534,9,10
330-555-7535,1,7
330-555-7536,17,4
330-555-7537,15,6
330-555-7538,11,10
330-555-7539,12,4
330-555-7540,18,9
330-555-7541,20,0
330-555-7542,7,4
330-555-7543,4,3
330-555-7544,13,4
330-555-7545,0,7
330-555-7546,17,2
330-555-7547,1,6
330-555-7548,9,4
330-555-7549,10,10
330-555-7550,19,9
330-555-7551,2,1
330-555-7552,2,1
330-555-7553,10,8
330-555-7554,13,9
330-555-7555,14,5
330-555-7556,16,10
330-555-7557,5,5
330-555-7558,10,9
330-555-7559,8,0
330-555-7560,6,6
330-555-7561,17,0
330-555-7562,11,7
330-555-7563,5,4
330-555-7564,6,5
330-555-7565,2,1
330-555-7566,7,0
330-555-7567,5,3
330-555-7568,1,8
330-555-7569,11,7
330-555-7570,18,5
330-555-7571,14,5
330-555-7572,18,1
330-555-7573,9,4
330-555-7574,4,6
330-555-7575,19,2
330-555-7576,12,7
330-555-7577,12,7
330-555-7578,12,4
330-555-7579,4,7
330-555-7580,11,7
330-555-7581,6,1
330-555-7582,3,6
330-555-7583,4,3
330-555-7584,12,10
330-555-7585,11,4
330-555-7586,17,0
330-555-7587,1,10
330-555-7588,17,8
330-555-7589,8,6
330-555-7590,1,7
330-555-7591,13,0
330-555-7592,13,10
330-555-7593,9,6
330-555-7594,18,3
330-555-7595,3,6
330-555-7596,2,9
330-555-7597,12,10
330-555-7598,10,4
330-555-7599,2,1
330-555-7600,6,9
330-555-7601,16,0
330-555-7602,17,0
330-555-7603,2,2
330-555-7604,12,4
330-555-7605,18,3
330-555-7606,5,5
330-555-7607,15,2
330-555-7608,17,5
330-555-7609,8,2
330-555-7610,7,1
330-555-7611,5,3
330-555-7612,11,10
330-555-7613,14,6
330-555-7614,12,1
330-555-7615,4,4
330-555-7616,7,2
330-555-7617,10,5
330-555-7618,2,0
330-555-7619,5,6
330-555-7620,14,5
330-555-7621,6,0
330-555-7622,14,8
330-555-7623,15,6
330-555-7624,6,5
330-555-7625,11,4
330-555-7626,8,9
330-555-7627,9,0
330-555-7628,8,7
330-555-7629,18,6
330-555-7630,6,5
330-555-7631,4,8
330-555-7632,14,6
330-555-7633,1,7
330-555-7634,20,3
330-555-7635,6,3
330-555-7636,4,8
330-555-7637,20,7
330-555-7638,9,7
330-555-7639,18,10
330-555-7640,16,8
330-555-7641,4,0
330-555-7642,3,3
330-555-7643,9,4
330-555-7644,13,2
330-555-7645,10,3
330-555-7646,19,5
330-555-7647,3,7
330-555-7648,20,5
330-555-7649,6,8
330-555-7650,14,7
330-555-7651,4,10
330-555-7652,7,3
330-555-7653,3,1
330-555-7654,12,0
330-555-7655,11,9
330-555-7656,14,8
330-555-7657,20,10
330-555-7658,7,5
330-555-7659,19,5
330-555-7660,4,8
330-555-7661,19,3
330-555-7662,16,8
330-555-7663,5,1
330-555-7664,13,0
330-555-7665,14,4
330-555-7666,4,3
330-555-7667,6,0
330-555-7668,8,5
330-555-7669,4,10
330-555-7670,17,9
330-555-7671,10,7
330-555-7672,18,1
330-555-7673,10,3
330-555-7674,5,8
330-555-7675,15,10
330-555-7676,6,6
330-555-7677,4,0
330-555-7678,3,1
330-555-7679,16,5
330-555-7680,8,4
330-555-7681,11,2
330-555-7682,5,8
330-555-7683,20,2
330-555-7684,17,8
330-555-7685,6,4
330-555-7686,13,4
330-555-7687,8,4
330-555-7688,14,6
330-555-7689,13,1
330-555-7690,8,0
330-555-7691,16,1
330-555-7692,11,6
330-555-7693,16,5
330-555-7694,4,6
330-555-7695,4,8
330-555-7696,12,9
330-555-7697,8,1
330-555-7698,9,5
330-555-7699,7,3
330-555-7700,0,2
330-555-7701,8,9
330-555-7702,10,2
330-555-7703,14,2
330-555-7704,17,7
330-555-7705,9,6
330-555-7706,1,0
330-555-7707,0,2
330-555-7708,16,2
330-555-7709,1,9
330-555-7710,8,2
330-555-7711,1,5
330-555-7712,1,0
330-555-7713,14,1
330-555-7714,2,2
330-555-7715,15,1
330-555-7716,5,7
330-555-7717,18,4
330-555-7718,13,10
330-555-7719,10,1
330-555-7720,16,4
330-555-7721,16,10
330-555-7722,15,0
330-555-7723,13,8
330-555-7724,2,6
330-555-7725,7,7
330-555-7726,4,3
330-555-7727,17,1
330-555-7728,7,5
330-555-7729,8,1
330-555-7730,16,8
330-555-7731,14,0
330-555-7732,2,10
330-555-7733,20,9
330-555-7734,12,0
330-555-7735,8,9
330-555-7736,4,3
330-555-7737,17,10
330-555-7738,4,5
330-555-7739,14,7
330-555-7740,0,6
330-555-7741,16,4
330-555-7742,18,8
330-555-7743,11,8
330-555-7744,9,10
330-555-7745,19,4
330-555-7746,17,6
330-555-7747,1,0
330-555-7748,7,3
330-555-7749,11,2
330-555-7750,12,9
330-555-7751,6,9
330-555-7752,17,1
330-555-7753,20,9
330-555-7754,7,5
330-555-7755,15,2
330-555-7756,17,3
330-555-7757,3,4
330-555-7758,19,2
330-555-7759,3,0
330-555-7760,6,6
330-555-7761,17,1
330-555-7762,11,10
330-555-7763,6,8
330-555-7764,15,0
330-555-7765,6,1
330-555-7766,16,3
330-555-7767,7,3
330-555-7768,1,6
330-555-7769,15,9
330-555-7770,17,2
330-555-7771,1,1
330-555-7772,0,8
330-555-7773,14,1
330-555-7774,19,2
330-555-7775,6,10
330-555-7776,10,7
330-555-7777,1,2
330-555-7778,19,7
330-555-7779,13,7
330-555-7780,13,2
330-555-7781,15,9
330-555-7782,11,1
330-555-7783,9,1
330-555-7784,7,1
330-555-7785,16,6
330-555-7786,13,2
330-555-7787,20,0
330-555-7788,16,2
330-555-7789,14,10
330-555-7790,12,1
330-555-7791,8,5
330-555-7792,10,1
330-555-7793,18,10
330-555-7794,2,7
330-555-7795,18,8
330-555-7796,18,10
330-555-7797,12,7
330-555-7798,14,0
330-555-7799,19,2
330-555-7800,0,9
330-555-7801,17,8
330-555-7802,20,4
330-555-7803,18,6
330-555-7804,14,7
330-555-7805,15,4
330-555-7806,18,10
330-555-7807,3,2
330-555-7808,4,4
330-555-7809,5,10
330-555-7810,14,5
330-555-7811,14,4
330-555-7812,11,4
330-555-7813,7,9
330-555-7814,4,2
330-555-7815,1,6
330-555-7816,18,3
330-555-7817,7,3
330-555-7818,15,4
330-555-7819,9,7
330-555-7820,9,10
330-555-7821,19,10
330-555-7822,3,1
330-555-7823,10,8
330-555-7824,17,9
330-555-7825,14,0
330-555-7826,12,10
330-555-7827,1,8
330-555-7828,17,0
330-555-7829,4,5
330-555-7830,5,7
330-555-7831,20,3
330-555-7832,9,5
330-555-7833,6,3
330-555-7834,14,4
330-555-7835,10,10
330-555-7836,5,7
330-555-7837,9,9
330-555-7838,4,10
330-555-7839,2,1
330-555-7840,8,10
330-555-7841,9,4
330-555-7842,3,0
330-555-7843,12,6
330-555-7844,4,0
330-555-7845,19,7
330-555-7846,7,0
330-555-7847,11,0
330-555-7848,2,5
330-555-7849,19,0
330-555-7850,5,1
330-555-7851,11,6
330-555-7852,12,2
330-555-7853,16,3
330-555-7854,3,9
330-555-7855,0,4
330-555-7856,18,0
330-555-7857,9,5
330-555-7858,1,1
330-555-7859,10,1
330-555-7860,7,9
330-555-7861,13,4
330-555-7862,18,3
330-555-7863,15,9
330-555-7864,7,4
330-555-7865,18,8
330-555-7866,11,7
330-555-7867,16,10
330-555-7868,11,3
330-555-7869,1,6
330-555-7870,3,4
330-555-7871,2,4
330-555-7872,16,7
330-555-7873,1,1
330-555-7874,15,6
330-555-7875,0,9
330-555-7876,4,0
330-555-7877,11,3
330-555-7878,8,1
330-555-7879,19,3
330-555-7880,5,2
330-555-7881,13,3
330-555-7882,18,1
330-555-7883,14,1
330-555-7884,14,8
330-555-7885,17,10
330-555-7886,10,5
330-555-7887,20,7
330-555-7888,4,8
330-555-7889,13,7
330-555-7890,20,7
330-555-7891,8,1
330-555-7892,4,8
330-555-7893,8,3
330-555-7894,12,10
330-555-7895,4,2
330-555-7896,19,3
330-555-7897,11,5
330-555-7898,9,4
330-555-7899,3,7
330-555-7900,19,1
330-555-7901,19,9
330-555-7902,14,8
330-555-7903,10,8
330-555-7904,19,3
330-555-7905,19,8
330-555-7906,5,2
330-555-7907,18,1
330-555-7908,2,2
330-555-7909,1,8
330-555-7910,19,8
330-555-7911,6,6
330-555-7912,6,10
330-555-7913,16,5
330-555-7914,20,0
330-555-7915,12,8
330-555-7916,12,10
330-555-7917,6,10
330-555-7918,18,10
330-555-7919,0,3
330-555-7920,19,7
330-555-7921,5,0
330-555-7922,6,2
330-555-7923,13,4
330-555-7924,17,6
330-555-7925,8,5
330-555-7926,2,7
330-555-7927,16,1
330-555-7928,1,3
330-555-7929,3,0
330-555-7930,2,5
330-555-7931,16,2
330-555-7932,13,3
330-555-7933,1,6
330-555-7934,9,3
330-555-7935,9,8
330-555-7936,11,4
330-555-7937,15,9
330-555-7938,13,7
330-555-7939,5,0
330-555-7940,20,8
330-555-7941,13,0
330-555-7942,10,10
330-555-7943,5,6
330-555-7944,6,7
330-555-7945,1,4
330-555-7946,7,3
330-555-7947,0,4
330-555-7948,11,10
330-555-7949,14,5
330-555-7950,16,4
330-555-7951,2,7
330-555-7952,3,3
330-555-7953,19,5
330-555-7954,3,8
330-555-7955,4,6
330-555-7956,1,2
330-555-7957,19,3
330-555-7958,4,6
330-555-7959,9,8
330-555-7960,6,1
330-555-7961,3,0
330-555-7962,17,9
330-555-7963,12,5
330-555-7964,16,0
330-555-7965,2,2
330-555-7966,6,6
330-555-7967,5,1
330-555-7968,1,5
330-555-7969,14,7
330-555-7970,3,1
330-555-7971,19,0
330-555-7972,10,0
330-555-7973,2,4
330-555-7974,16,8
330-555-7975,11,4
330-555-7976,18,3
330-555-7977,0,9
330-555-7978,18,9
330-555-7979,9,10
330-555-7980,17,8
330-555-7981,13,0
330-555-7982,14,1
330-555-7983,14,10
330-555-7984,4,10
330-555-7985,0,7
330-555-7986,9,9
330-555-7987,3,5
330-555-7988,11,6
330-555-7989,20,0
330-555-7990,15,3
330-555-7991,16,4
330-555-7992,5,0
330-555-7993,18,6
330-555-7994,0,0
330-555-7995,16,9
330-555-7996,12,4
330-555-7997,16,7
330-555-7998,3,7
330-555-7999,0,6
330-555-8000,15,4
330-555-8001,15,3
330-555-8002,15,9
330-555-8003,9,1
330-555-8004,8,1
330-555-8005,10,4
330-555-8006,15,5
330-555-8007,8,5
330-555-8008,2,9
330-555-8009,6,6
330-555-8010,18,7
330-555-8011,5,7
330-555-8012,17,6
330-555-8013,7,6
330-555-8014,2,5
330-555-8015,13,3
330-555-8016,1,5
330-555-8017,13,1
330-555-8018,5,9
330-555-8019,11,10
330-555-8020,13,0
330-555-8021,18,6
330-555-8022,9,3
330-555-8023,8,8
330-555-8024,12,1
330-555-8025,11,5
330-555-8026,6,4
330-555-8027,4,3
330-555-8028,5,3
330-555-8029,9,10
330-555-8030,11,9
330-555-8031,16,7
330-555-8032,3,3
330-555-8033,14,5
330-555-8034,9,4
330-555-8035,8,6
330-555-8036,5,7
330-555-8037,6,2
330-555-8038,3,7
330-555-8039,13,1
330-555-8040,18,10
330-555-8041,20,9
330-555-8042,17,9
330-555-8043,13,3
330-555-8044,12,3
330-555-8045,16,5
330-555-8046,9,2
330-555-8047,0,3
330-555-8048,13,6
330-555-8049,2,1
330-555-8050,17,3
330-555-8051,5,4
330-555-8052,18,8
330-555-8053,18,3
330-555-8054,3,5
330-555-8055,10,9
330-555-8056,14,1
330-555-8057,10,2
330-555-8058,2,8
330-555-8059,7,4
330-555-8060,15,6
330-555-8061,8,6
330-555-8062,1,4
330-555-8063,2,9
330-555-8064,19,9
330-555-8065,7,3
330-555-8066,18,5
330-555-8067,17,9
330-555-8068,2,0
330-555-8069,20,1
330-555-8070,14,3
330-555-8071,3,5
330-555-8072,20,1
330-555-8073,6,8
330-555-8074,6,2
330-555-8075,13,4
330-555-8076,11,6
330-555-8077,15,10
330-555-8078,14,9
330-555-8079,19,3
330-555-8080,2,10
330-555-8081,16,2
330-555-8082,15,7
330-555-8083,11,2
330-555-8084,4,2
330-555-8085,9,8
330-555-8086,7,2
330-555-8087,8,4
330-555-8088,1,9
330-555-8089,9,2
330-555-8090,2,0
330-555-8091,3,1
330-555-8092,17,0
330-555-8093,18,10
330-555-8094,14,3
330-555-8095,20,1
330-555-8096,4,7
330-555-8097,3,2
330-555-8098,6,1
330-555-8099,1,4
330-555-8100,13,7
330-555-8101,3,6
330-555-8102,9,7
330-555-8103,6,4
330-555-8104,7,1
330-555-8105,2,7
330-555-8106,12,2
330-555-8107,2,2
330-555-8108,9,4
330-555-8109,9,0
330-555-8110,1,9
330-555-8111,18,10
330-555-8112,6,9
330-555-8113,4,5
330-555-8114,5,3
330-555-8115,12,2
330-555-8116,3,5
330-555-8117,2,2
330-555-8118,5,10
330-555-8119,20,3
330-555-8120,6,9
330-555-8121,9,2
330-555-8122,2,6
330-555-8123,15,10
330-555-8124,13,7
330-555-8125,14,8
330-555-8126,2,2
330-555-8127,12,8
330-555-8128,13,5
330-555-8129,3,4
330-555-8130,11,0
330-555-8131,9,0
330-555-8132,20,9
330-555-8133,16,1
330-555-8134,3,6
330-555-8135,19,9
330-555-8136,13,5
330-555-8137,1,10
330-555-8138,6,6
330-555-8139,13,6
330-555-8140,16,9
330-555-8141,6,4
330-555-8142,8,10
330-555-8143,9,1
330-555-8144,18,10
330-555-8145,6,6
330-555-8146,18,7
330-555-8147,2,3
330-555-8148,12,10
330-555-8149,0,9
330-555-8150,17,8
330-555-8151,8,8
330-555-8152,15,5
330-555-8153,4,9
330-555-8154,11,10
330-555-8155,13,4
330-555-8156,12,2
330-555-8157,9,2
330-555-8158,16,4
330-555-8159,0,6
330-555-8160,8,9
330-555-8161,13,9
330-555-8162,6,8
330-555-8163,10,1
330-555-8164,11,5
330-555-8165,14,8
330-555-8166,17,1
330-555-8167,2,6
330-555-8168,1,6
330-555-8169,13,5
330-555-8170,6,8
330-555-8171,2,7
330-555-8172,7,0
330-555-8173,19,0
330-555-8174,6,7
330-555-8175,14,8
330-555-8176,7,1
330-555-8177,2,2
330-555-8178,12,2
330-555-8179,18,4
330-555-8180,16,10
330-555-8181,7,2
330-555-8182,18,2
330-555-8183,3,4
330-555-8184,13,8
330-555-8185,19,2
330-555-8186,17,5
330-555-8187,7,4
330-555-8188,16,7
330-555-8189,12,10
330-555-8190,18,9
330-555-8191,9,1
330-555-8192,3,5
330-555-8193,0,2
330-555-8194,17,4
330-555-8195,9,2
330-555-8196,11,8
330-555-8197,1,2
330-555-8198,19,3
330-555-8199,10,6
330-555-8200,3,7
330-555-8201,16,5
330-555-8202,18,4
330-555-8203,17,1
330-555-8204,5,1
330-555-8205,14,2
330-555-8206,19,7
330-555-8207,9,9
330-555-8208,11,3
330-555-8209,16,0
330-555-8210,1,3
330-555-8211,19,9
330-555-8212,2,5
330-555-8213,19,10
330-555-8214,11,3
330-555-8215,11,9
330-555-8216,11,2
330-555-8217,10,2
330-555-8218,12,8
330-555-8219,14,4
330-555-8220,4,3
330-555-8221,11,5
330-555-8222,10,6
330-555-8223,11,10
330-555-8224,0,8
330-555-8225,13,7
330-555-8226,8,8
330-555-8227,4,10
330-555-8228,15,8
330-555-8229,8,4
330-555-8230,7,4
330-555-8231,13,1
330-555-8232,9,2
330-555-8233,18,0
330-555-8234,8,2
330-555-8235,14,8
330-555-8236,0,9
330-555-8237,5,7
330-555-8238,19,10
330-555-8239,0,4
330-555-8240,11,6
330-555-8241,9,10
330-555-8242,10,9
330-555-8243,17,6
330-555-8244,13,9
330-555-8245,15,3
330-555-8246,16,5
330-555-8247,1,5
330-555-8248,1,7
330-555-8249,1,4
330-555-8250,13,9
330-555-8251,14,3
330-555-8252,0,8
330-555-8253,16,7
330-555-8254,1,7
330-555-8255,4,8
330-555-8256,17,7
330-555-8257,17,6
330-555-8258,19,10
330-555-8259,1,5
330-555-8260,7,7
330-555-8261,1,7
330-555-8262,18,7
330-555-8263,19,7
330-555-8264,4,0
330-555-8265,14,1
330-555-8266,15,1
330-555-8267,8,8
330-555-8268,11,5
330-555-8269,9,6
330-555-8270,12,4
330-555-8271,12,8
330-555-8272,12,6
330-555-8273,0,0
330-555-8274,17,2
330-555-8275,7,0
330-555-8276,11,0
330-555-8277,4,8
330-555-8278,18,3
330-555-8279,0,1
330-555-8280,19,9
330-555-8281,8,4
330-555-8282,17,6
330-555-8283,16,1
330-555-8284,3,0
330-555-8285,6,7
330-555-8286,15,10
330-555-8287,8,8
330-555-8288,1,8
330-555-8289,17,9
330-555-8290,19,1
330-555-8291,19,5
330-555-8292,4,4
330-555-8293,11,5
330-555-8294,20,6
330-555-8295,1,3
330-555-8296,9,6
330-555-8297,15,0
330-555-8298,16,4
330-555-8299,10,3
330-555-8300,14,10
330-555-8301,4,5
330-555-8302,11,6
330-555-8303,9,0
330-555-8304,11,9
330-555-8305,3,4
330-555-8306,19,3
330-555-8307,1,0
330-555-8308,13,1
330-555-8309,11,8
330-555-8310,16,9
330-555-8311,5,4
330-555-8312,3,5
330-555-8313,17,6
330-555-8314,19,9
330-555-8315,13,2
330-555-8316,16,1
330-555-8317,3,4
330-555-8318,14,10
330-555-8319,12,10
330-555-8320,12,5
330-555-8321,11,10
330-555-8322,4,6
330-555-8323,16,4
330-555-8324,17,3
330-555-8325,6,0
330-555-8326,18,9
330-555-8327,9,8
330-555-8328,4,9
330-555-8329,9,9
330-555-8330,1,1
330-555-8331,7,5
330-555-8332,11,7
330-555-8333,7,10
330-555-8334,6,9
330-555-8335,2,0
330-555-8336,4,7
330-555-8337,12,0
330-555-8338,14,1
330-555-8339,4,4
330-555-8340,4,8
330-555-8341,15,10
330-555-8342,9,1
330-555-8343,13,8
330-555-8344,10,8
330-555-8345,13,5
330-555-8346,12,7
330-555-8347,17,0
330-555-8348,5,0
330-555-8349,4,1
330-555-8350,19,10
330-555-8351,8,7
330-555-8352,1,4
330-555-8353,18,5
330-555-8354,4,4
330-555-8355,19,8
330-555-8356,17,5
330-555-8357,4,5
330-555-8358,0,0
330-555-8359,4,2
330-555-8360,9,4
330-555-8361,5,9
330-555-8362,6,3
330-555-8363,1,3
330-555-8364,6,2
330-555-8365,0,4
330-555-8366,19,1
330-555-8367,19,10
330-555-8368,10,7
330-555-8369,19,0
330-555-8370,20,5
330-555-8371,9,0
330-555-8372,19,8
330-555-8373,19,3
330-555-8374,16,6
330-555-8375,6,5
330-555-8376,15,4
330-555-8377,6,2
330-555-8378,16,0
330-555-8379,19,9
330-555-8380,9,6
330-555-8381,9,10
330-555-8382,13,2
330-555-8383,14,1
330-555-8384,0,5
330-555-8385,6,6
330-555-8386,9,8
330-555-8387,12,9
330-555-8388,4,3
330-555-8389,1,9
330-555-8390,12,1
330-555-8391,15,2
330-555-8392,8,2
330-555-8393,16,9
330-555-8394,20,3
330-555-8395,14,6
330-555-8396,8,10
330-555-8397,20,4
330-555-8398,10,2
330-555-8399,9,10
330-555-8400,13,3
330-555-8401,2,7
330-555-8402,9,1
330-555-8403,5,6
330-555-8404,11,6
330-555-8405,12,1
330-555-8406,0,10
330-555-8407,16,7
330-555-8408,1,4
330-555-8409,14,1
330-555-8410,1,1
330-555-8411,2,7
330-555-8412,17,10
330-555-8413,20,10
330-555-8414,9,0
330-555-8415,17,5
330-555-8416,15,4
330-555-8417,10,9
330-555-8418,16,0
330-555-8419,0,6
330-555-8420,17,2
330-555-8421,2,2
330-555-8422,19,2
330-555-8423,4,10
330-555-8424,13,10
330-555-8425,11,0
330-555-8426,13,7
330-555-8427,11,6
330-555-8428,4,8
330-555-8429,0,3
330-555-8430,2,3
330-555-8431,18,4
330-555-8432,8,3
330-555-8433,14,7
330-555-8434,14,0
330-555-8435,10,10
330-555-8436,7,8
330-555-8437,3,6
330-555-8438,17,5
330-555-8439,16,2
330-555-8440,8,10
330-555-8441,13,3
330-555-8442,0,7
330-555-8443,3,6
330-555-8444,6,4
330-555-8445,12,8
330-555-8446,9,1
330-555-8447,18,3
330-555-8448,0,6
330-555-8449,16,9
330-555-8450,20,9
330-555-8451,19,8
330-555-8452,11,0
330-555-8453,16,8
330-555-8454,14,10
330-555-8455,9,5
330-555-8456,7,9
330-555-8457,2,6
330-555-8458,2,5
330-555-8459,3,9
330-555-8460,15,5
330-555-8461,14,8
330-555-8462,10,5
330-555-8463,6,2
330-555-8464,1,6
330-555-8465,16,0
330-555-8466,10,10
330-555-8467,0,9
330-555-8468,7,5
330-555-8469,10,8
330-555-8470,7,6
330-555-8471,17,7
330-555-8472,3,6
330-555-8473,0,8
330-555-8474,13,2
330-555-8475,19,8
330-555-8476,19,2
330-555-8477,18,7
330-555-8478,17,5
330-555-8479,13,8
330-555-8480,16,3
330-555-8481,17,9
330-555-8482,9,3
330-555-8483,11,6
330-555-8484,0,5
330-555-8485,14,5
330-555-8486,12,6
330-555-8487,5,9
330-555-8488,14,2
330-555-8489,13,5
330-555-8490,13,2
330-555-8491,10,5
330-555-8492,3,6
330-555-8493,10,8
330-555-8494,1,5
330-555-8495,17,7
330-555-8496,5,7
330-555-8497,14,0
330-555-8498,15,1
330-555-8499,8,10
330-555-8500,12,2
330-555-8501,12,8
330-555-8502,6,8
330-555-8503,18,9
330-555-8504,2,4
330-555-8505,1,0
330-555-8506,10,5
330-555-8507,11,3
330-555-8508,18,8
330-555-8509,4,6
330-555-8510,11,4
330-555-8511,12,8
330-555-8512,8,10
330-555-8513,15,3
330-555-8514,14,10
330-555-8515,10,5
330-555-8516,10,9
330-555-8517,6,6
330-555-8518,0,9
330-555-8519,18,10
330-555-8520,9,7
330-555-8521,15,10
330-555-8522,13,6
330-555-8523,13,6
330-555-8524,12,3
330-555-8525,13,10
330-555-8526,4,0
330-555-8527,3,2
330-555-8528,12,10
330-555-8529,5,3
330-555-8530,16,7
330-555-8531,9,6
330-555-8532,9,2
330-555-8533,0,4
330-555-8534,2,5
330-555-8535,5,2
330-555-8536,0,4
330-555-8537,15,8
330-555-8538,9,8
330-555-8539,11,4
330-555-8540,15,10
330-555-8541,20,2
330-555-8542,2,0
330-555-8543,1,2
330-555-8544,20,0
330-555-8545,7,10
330-555-8546,12,10
330-555-8547,13,6
330-555-8548,15,8
330-555-8549,12,8
330-555-8550,12,0
330-555-8551,3,7
330-555-8552,4,3
330-555-8553,20,2
330-555-8554,12,8
330-555-8555,3,0
330-555-8556,5,9
330-555-8557,11,7
330-555-8558,3,5
330-555-8559,12,3
330-555-8560,11,2
330-555-8561,19,4
330-555-8562,5,6
330-555-8563,3,6
330-555-8564,8,9
330-555-8565,11,4
330-555-8566,14,5
330-555-8567,14,2
330-555-8568,19,5
330-555-8569,1,1
330-555-8570,9,7
330-555-8571,0,2
330-555-8572,11,3
330-555-8573,13,10
330-555-8574,13,10
330-555-8575,10,3
330-555-8576,1,2
330-555-8577,19,6
330-555-8578,15,1
330-555-8579,19,7
330-555-8580,0,6
330-555-8581,11,7
330-555-8582,16,6
330-555-8583,11,1
330-555-8584,16,4
330-555-8585,16,5
330-555-8586,10,1
330-555-8587,4,9
330-555-8588,9,9
330-555-8589,16,8
330-555-8590,12,10
330-555-8591,10,9
330-555-8592,8,9
330-555-8593,8,7
330-555-8594,13,4
330-555-8595,16,8
330-555-8596,19,9
330-555-8597,0,3
330-555-8598,18,6
330-555-8599,8,2
330-555-8600,15,10
330-555-8601,11,8
330-555-8602,1,3
330-555-8603,3,9
330-555-8604,9,0
330-555-8605,14,0
330-555-8606,2,4
330-555-8607,16,0
330-555-8608,7,1
330-555-8609,12,8
330-555-8610,4,8
330-555-8611,19,8
330-555-8612,0,4
330-555-8613,0,4
330-555-8614,17,1
330-555-8615,15,4
330-555-8616,14,9
330-555-8617,15,6
330-555-8618,9,3
330-555-8619,11,7
330-555-8620,10,0
330-555-8621,3,7
330-555-8622,16,10
330-555-8623,1,5
330-555-8624,2,3
330-555-8625,8,3
330-555-8626,11,2
330-555-8627,1,5
330-555-8628,13,10
330-555-8629,10,4
330-555-8630,18,10
330-555-8631,15,5
330-555-8632,9,0
330-555-8633,17,5
330-555-8634,4,0
330-555-8635,7,8
330-555-8636,6,0
330-555-8637,13,9
330-555-8638,10,8
330-555-8639,3,10
330-555-8640,12,9
330-555-8641,2,3
330-555-8642,3,2
330-555-8643,20,4
330-555-8644,7,0
330-555-8645,2,10
330-555-8646,7,10
330-555-8647,6,6
330-555-8648,15,2
330-555-8649,5,4
330-555-8650,5,1
330-555-8651,3,10
330-555-8652,8,8
330-555-8653,13,4
330-555-8654,6,6
330-555-8655,17,2
330-555-8656,2,5
330-555-8657,5,10
330-555-8658,5,1
330-555-8659,9,10
330-555-8660,6,3
330-555-8661,7,2
330-555-8662,17,10
330-555-8663,11,9
330-555-8664,12,7
330-555-8665,20,2
330-555-8666,10,6
330-555-8667,0,8
330-555-8668,13,5
330-555-8669,16,10
330-555-8670,18,9
330-555-8671,6,1
330-555-8672,16,9
330-555-8673,6,4
330-555-8674,1,1
330-555-8675,10,9
330-555-8676,0,1
330-555-8677,10,5
330-555-8678,18,6
330-555-8679,13,7
330-555-8680,0,1
330-555-8681,6,5
330-555-8682,13,10
330-555-8683,2,10
330-555-8684,11,1
330-555-8685,15,2
330-555-8686,0,2
330-555-8687,6,7
330-555-8688,12,2
330-555-8689,2,9
330-555-8690,18,9
330-555-8691,7,2
330-555-8692,9,8
330-555-8693,13,5
330-555-8694,12,0
330-555-8695,6,5
330-555-8696,16,2
330-555-8697,8,1
330-555-8698,17,10
330-555-8699,19,5
330-555-8700,14,1
330-555-8701,6,0
330-555-8702,6,1
330-555-8703,9,7
330-555-8704,15,8
330-555-8705,4,4
330-555-8706,3,7
330-555-8707,13,4
330-555-8708,6,0
330-555-8709,13,9
330-555-8710,19,5
330-555-8711,9,5
330-555-8712,15,5
330-555-8713,10,2
330-555-8714,9,4
330-555-8715,18,2
330-555-8716,3,2
330-555-8717,13,1
330-555-8718,7,2
330-555-8719,0,6
330-555-8720,9,0
330-555-8721,20,7
330-555-8722,18,8
330-555-8723,19,8
330-555-8724,6,4
330-555-8725,20,2
330-555-8726,3,3
330-555-8727,10,4
330-555-8728,4,8
330-555-8729,2,10
330-555-8730,20,5
330-555-8731,8,9
330-555-8732,18,3
330-555-8733,1,2
330-555-8734,15,6
330-555-8735,12,9
330-555-8736,16,5
330-555-8737,5,0
330-555-8738,10,7
330-555-8739,10,0
330-555-8740,15,6
330-555-8741,11,5
330-555-8742,15,4
330-555-8743,7,10
330-555-8744,13,9
330-555-8745,17,9
330-555-8746,20,9
330-555-8747,9,9
330-555-8748,3,5
330-555-8749,14,5
330-555-8750,4,4
330-555-8751,5,0
330-555-8752,2,4
330-555-8753,19,6
330-555-8754,15,1
330-555-8755,11,0
